Time,Acceleration,Velocity,Position
2072.00,0.73,0.02,0.02
2083.00,0.78,0.02,0.02
2096.00,0.96,0.02,0.02
2107.00,1.06,0.02,0.02
2120.00,1.10,0.02,0.02
2131.00,0.85,0.02,0.02
2144.00,0.94,0.02,0.02
2155.00,0.97,0.02,0.02
2168.00,1.04,0.02,0.02
2180.00,1.02,0.02,0.02
2191.00,1.06,0.02,0.02
2204.00,0.97,0.02,0.02
2216.00,0.90,0.02,0.02
2227.00,0.88,0.02,0.02
2240.00,0.79,0.02,0.02
2251.00,0.77,0.02,0.03
2263.00,0.71,0.02,0.03
2276.00,0.82,0.02,0.03
2287.00,0.85,0.02,0.03
2299.00,0.93,0.02,0.03
2312.00,1.16,0.02,0.03
2323.00,1.19,0.02,0.03
2336.00,1.04,0.02,0.03
2347.00,0.99,0.02,0.03
2360.00,0.92,0.02,0.03
2371.00,0.99,0.02,0.03
2384.00,1.06,0.02,0.03
2395.00,1.08,0.02,0.03
2408.00,1.03,0.02,0.03
2419.00,0.97,0.02,0.03
2432.00,0.96,0.02,0.03
2443.00,0.96,0.02,0.03
2456.00,0.87,0.02,0.03
2468.00,0.86,0.02,0.03
2480.00,0.92,0.02,0.03
2492.00,0.92,0.02,0.03
2503.00,0.96,0.02,0.03
2516.00,0.97,0.02,0.03
2527.00,0.96,0.02,0.03
2540.00,0.95,0.02,0.03
2551.00,0.94,0.02,0.03
2564.00,0.92,0.02,0.03
2575.00,0.93,0.02,0.03
2588.00,0.94,0.02,0.03
2599.00,0.97,0.02,0.03
2612.00,1.02,0.03,0.03
2623.00,1.03,0.03,0.03
2636.00,1.05,0.03,0.03
2648.00,1.04,0.03,0.03
2660.00,1.05,0.03,0.03
2672.00,1.04,0.03,0.03
2683.00,1.02,0.03,0.04
2696.00,1.00,0.03,0.04
2707.00,0.98,0.03,0.04
2719.00,0.96,0.03,0.04
2732.00,0.94,0.03,0.04
2743.00,0.97,0.03,0.04
2756.00,1.00,0.03,0.04
2768.00,1.02,0.03,0.04
2779.00,1.01,0.03,0.04
2792.00,0.98,0.03,0.04
2803.00,0.97,0.03,0.04
2815.00,0.97,0.03,0.04
2828.00,0.99,0.03,0.04
2839.00,1.01,0.03,0.04
2852.00,1.04,0.03,0.04
2863.00,1.05,0.03,0.04
2876.00,1.02,0.03,0.04
2887.00,1.01,0.03,0.04
2900.00,0.98,0.03,0.04
2912.00,0.99,0.03,0.04
2924.00,0.99,0.03,0.04
2936.00,0.99,0.03,0.04
2947.00,0.99,0.03,0.04
2960.00,0.99,0.03,0.04
2971.00,0.99,0.03,0.04
2984.00,0.98,0.03,0.04
2995.00,0.98,0.03,0.04
3008.00,0.99,0.03,0.04
3019.00,0.99,0.03,0.04
3032.00,0.98,0.03,0.04
3044.00,0.99,0.03,0.05
3056.00,0.99,0.03,0.05
