Time,Acceleration,Velocity,Position
2311.00,0.15,0.00,0.00
2324.00,0.10,0.00,0.00
2336.00,0.14,0.00,0.00
2347.00,0.19,0.00,0.00
2360.00,0.24,0.00,0.00
2371.00,0.29,0.00,0.00
2384.00,0.28,0.00,0.00
2396.00,0.29,0.00,0.00
2407.00,0.27,0.00,0.00
2420.00,0.20,0.00,0.00
2431.00,0.17,0.00,0.00
2444.00,0.13,0.00,0.00
2456.00,0.14,0.00,0.00
2467.00,0.20,0.00,0.00
2480.00,0.29,0.00,0.00
2491.00,0.32,0.00,0.00
2504.00,0.32,0.00,0.00
2516.00,0.23,0.00,0.00
2527.00,0.16,0.00,0.00
2540.00,0.11,0.00,0.00
2551.00,0.08,0.00,0.00
2564.00,0.19,0.00,0.00
2576.00,0.23,0.00,0.00
2587.00,0.28,0.00,0.00
2600.00,0.31,0.00,0.00
2611.00,0.30,0.00,0.00
2624.00,0.24,0.00,0.00
2636.00,0.16,0.00,0.00
2647.00,0.11,0.00,0.00
2660.00,0.17,0.00,0.00
2671.00,0.17,0.00,0.00
2684.00,0.21,0.00,0.00
2696.00,0.36,0.00,0.00
2707.00,0.37,0.00,0.00
2720.00,0.35,0.00,0.00
2731.00,0.27,0.00,0.00
2744.00,0.18,0.00,0.00
2756.00,0.14,0.00,0.00
2767.00,0.16,0.00,0.00
2780.00,0.15,0.00,0.00
2791.00,0.17,0.00,0.00
2804.00,0.27,0.00,0.00
2816.00,0.26,0.00,0.00
2827.00,0.25,0.00,0.00
2840.00,0.17,0.00,0.00
2851.00,0.15,0.00,0.00
2864.00,0.18,0.00,0.00
2876.00,0.18,0.00,0.00
2887.00,0.20,0.00,0.00
2900.00,0.27,0.00,0.00
2911.00,0.31,0.00,0.00
2924.00,0.33,0.00,0.00
2936.00,0.27,0.00,0.00
2947.00,0.20,0.00,0.00
2960.00,0.15,0.00,0.00
2971.00,0.14,0.00,0.00
2984.00,0.15,0.00,0.00
2996.00,0.19,0.00,0.00
3007.00,0.25,0.00,0.00
3020.00,0.31,0.00,0.00
3031.00,0.32,0.00,0.00
3044.00,0.28,0.00,0.00
3055.00,0.23,0.00,0.00
